h,r,t
1162,2,12195
2340,2,12195
2362,2,12198
1795,2,12198
1641,2,12198
1789,2,12198
1943,2,12198
2026,2,12199
1960,2,12199
2578,2,12199
1949,2,12199
2297,2,12199
244,2,12199
1883,2,12204
1630,2,12204
2552,2,12204
2635,2,12204
2114,2,12204
1886,2,12204
234,2,12204
1356,2,12204
1948,2,12204
2716,2,12204
1384,2,12206
1163,2,12206
2016,2,12206
1339,2,12206
2182,2,12206
258,2,12206
1163,2,12210
2016,2,12210
2182,2,12210
258,2,12210
1783,2,12210
1883,2,12212
2554,2,12212
2171,2,12212
1630,2,12212
1759,2,12212
2552,2,12212
2635,2,12212
2114,2,12212
1886,2,12212
234,2,12212
1356,2,12212
2239,2,12212
1948,2,12212
2716,2,12212
1795,2,12213
2639,2,12213
2341,2,12213
21,2,12213
1422,2,12213
1930,2,12215
2532,2,12215
2492,2,12215
2351,2,12215
1892,2,12215
1811,2,12215
1470,2,12215
2322,2,12215
2346,2,12215
1407,2,12216
1852,2,12216
767,2,12216
2026,2,12216
1960,2,12216
1498,2,12216
261,2,12216
2578,2,12216
1633,2,12216
1949,2,12216
2192,2,12216
2194,2,12216
1586,2,12216
2579,2,12216
2297,2,12216
244,2,12216
2365,2,12216
2377,2,12216
2577,2,12216
1417,2,12216
1429,2,12216
1639,2,12219
1420,2,12219
1812,2,12219
1274,2,12219
1933,2,12219
2167,2,12221
206,2,12221
1167,2,12221
1399,2,12221
2481,2,12221
2383,2,12225
1506,2,12225
1420,2,12225
1812,2,12225
1274,2,12225
1933,2,12225
2614,2,12229
2807,2,12229
2616,2,12229
213,2,12229
212,2,12229
1932,2,12229
2208,2,12231
1158,2,12231
1986,2,12231
2252,2,12231
2180,2,12231
2196,2,12231
2208,2,12233
1158,2,12233
1986,2,12233
2633,2,12233
2196,2,12233
2193,2,12233
2208,2,12235
1158,2,12235
1986,2,12235
2633,2,12235
2193,2,12235
2362,2,12243
1795,2,12243
1246,2,12243
2614,2,12243
2807,2,12243
2616,2,12243
213,2,12243
2554,2,12243
1641,2,12243
2639,2,12243
256,2,12243
2179,2,12243
1349,2,12243
1789,2,12243
1323,2,12243
2392,2,12243
2341,2,12243
2462,2,12243
2089,2,12243
1889,2,12243
1858,2,12243
2396,2,12243
2337,2,12243
1555,2,12243
1758,2,12243
1646,2,12243
1988,2,12243
2023,2,12243
2535,2,12243
291,2,12243
2319,2,12243
1906,2,12243
21,2,12243
1558,2,12243
357,2,12243
1422,2,12243
277,2,12243
2743,2,12243
1259,2,12243
1805,2,12243
1305,2,12243
1932,2,12243
1415,2,12243
2746,2,12243
1348,2,12243
2378,2,12243
2745,2,12243
1943,2,12243
1846,2,12243
1433,2,12243
2387,2,12243
1794,2,12243
2711,2,12243
1894,2,12243
2452,2,12243
2330,2,12243
2341,2,12244
1889,2,12244
2023,2,12244
21,2,12244
2743,2,12244
1932,2,12244
1415,2,12244
2746,2,12244
1943,2,12244
1641,2,12245
2341,2,12245
21,2,12245
2743,2,12245
1932,2,12245
207,2,12247
2024,2,12247
2117,2,12247
2048,2,12247
2308,2,12247
2769,2,12247
2014,2,12247
1883,2,12249
2171,2,12249
1759,2,12249
2552,2,12249
2635,2,12249
1886,2,12249
234,2,12249
207,2,12251
2024,2,12251
2048,2,12251
2769,2,12251
2014,2,12251
207,2,12253
2024,2,12253
2117,2,12253
2048,2,12253
2769,2,12253
2014,2,12253
207,2,12254
2024,2,12254
2117,2,12254
2769,2,12254
2014,2,12254
1263,2,12260
2383,2,12260
1506,2,12260
1266,2,12260
1424,2,12260
2290,2,12260
211,2,12260
1420,2,12260
1274,2,12260
1933,2,12260
239,2,12260
1165,2,12260
2038,2,12260
2373,2,12260
223,2,12260
2296,2,12260
2613,2,12264
1812,2,12264
1274,2,12264
2669,2,12264
1221,2,12264
2360,2,12264
1795,2,12271
1641,2,12271
2639,2,12271
1858,2,12271
2337,2,12271
150,2,12271
426,2,12271
2338,2,12271
291,2,12271
2319,2,12271
1259,2,12271
1241,2,12271
440,2,12271
2351,2,12275
1892,2,12275
1811,2,12275
1470,2,12275
2322,2,12275
1795,2,12276
2614,2,12276
2807,2,12276
2616,2,12276
213,2,12276
2614,2,12280
2807,2,12280
2616,2,12280
213,2,12280
2554,2,12280
291,2,12280
2319,2,12280
2362,2,12286
1795,2,12286
2639,2,12286
1646,2,12286
150,2,12286
426,2,12286
1241,2,12286
440,2,12286
2614,2,12293
2807,2,12293
2616,2,12293
213,2,12293
1641,2,12293
212,2,12293
2392,2,12293
1889,2,12293
291,2,12293
2319,2,12293
2059,2,12293
277,2,12293
1795,2,12298
2614,2,12298
2807,2,12298
2616,2,12298
213,2,12298
2639,2,12298
212,2,12298
1889,2,12298
2396,2,12298
150,2,12298
426,2,12298
2338,2,12298
1910,2,12298
2614,2,12303
2807,2,12303
2616,2,12303
213,2,12303
212,2,12303
2343,2,12305
1703,2,12305
2119,2,12305
2712,2,12305
291,2,12305
2319,2,12305
2614,2,12306
2807,2,12306
2616,2,12306
213,2,12306
2639,2,12306
2119,2,12306
2712,2,12306
1357,2,12306
2709,2,12306
2614,2,12307
2807,2,12307
2616,2,12307
213,2,12307
212,2,12307
2614,2,12310
2807,2,12310
2616,2,12310
2554,2,12310
212,2,12310
1889,2,12310
2119,2,12310
2712,2,12310
1357,2,12310
2709,2,12310
291,2,12310
2319,2,12310
2059,2,12310
2614,2,12320
2807,2,12320
2616,2,12320
213,2,12320
2462,2,12320
2425,2,12325
2190,2,12325
243,2,12325
2758,2,12325
2634,2,12325
1795,2,12326
2341,2,12326
291,2,12326
2319,2,12326
21,2,12326
2149,2,12327
2817,2,12327
2141,2,12327
352,2,12327
2036,2,12327
1968,2,12329
1570,2,12329
2817,2,12329
2141,2,12329
352,2,12329
2149,2,12330
1968,2,12330
2494,2,12330
1570,2,12330
1396,2,12330
2036,2,12330
2149,2,12331
1368,2,12331
1396,2,12331
2036,2,12331
1162,2,12331
2340,2,12331
2362,2,12333
2341,2,12333
1700,2,12333
21,2,12333
1259,2,12333
1273,2,12338
2399,2,12338
2497,2,12338
1396,2,12338
2036,2,12338
1536,2,12338
1162,2,12338
2340,2,12338
2396,2,12349
150,2,12349
426,2,12349
2338,2,12349
2535,2,12349
2743,2,12349
1259,2,12349
2029,2,12354
2250,2,12354
251,2,12354
1821,2,12354
2540,2,12354
2341,2,12356
1889,2,12356
150,2,12356
426,2,12356
21,2,12356
1241,2,12356
440,2,12356
1943,2,12356
2343,2,12361
1889,2,12361
1858,2,12361
150,2,12361
426,2,12361
2338,2,12361
150,2,12362
426,2,12362
1259,2,12362
1241,2,12362
440,2,12362
150,2,12363
426,2,12363
2338,2,12363
2023,2,12363
1846,2,12363
150,2,12365
426,2,12365
2338,2,12365
2023,2,12365
291,2,12365
2319,2,12365
1422,2,12365
1259,2,12365
1241,2,12365
440,2,12365
2745,2,12365
1943,2,12365
1641,2,12367
1889,2,12367
1858,2,12367
2337,2,12367
1555,2,12367
150,2,12367
426,2,12367
2338,2,12367
2023,2,12367
291,2,12367
2319,2,12367
1259,2,12367
1241,2,12367
440,2,12367
1943,2,12367
1846,2,12367
1889,2,12376
2396,2,12376
1259,2,12376
1415,2,12376
2746,2,12376
2745,2,12376
1846,2,12376
1889,2,12377
150,2,12377
426,2,12377
2338,2,12377
2745,2,12377
2664,2,12383
2097,2,12383
2289,2,12383
276,2,12383
1908,2,12383
1864,2,12383
1899,2,12383
2739,2,12383
1903,2,12383
2451,2,12383
1355,2,12383
2362,2,12386
1889,2,12386
150,2,12386
426,2,12386
2338,2,12386
2023,2,12386
2535,2,12386
291,2,12386
2319,2,12386
277,2,12386
1415,2,12386
2746,2,12386
2745,2,12386
1943,2,12386
1846,2,12386
1889,2,12391
150,2,12391
426,2,12391
1241,2,12391
440,2,12391
2745,2,12391
1889,2,12394
150,2,12394
426,2,12394
1241,2,12394
440,2,12394
150,2,12396
426,2,12396
2338,2,12396
1259,2,12396
1241,2,12396
440,2,12396
2392,2,12402
2396,2,12402
2337,2,12402
2119,2,12402
2712,2,12402
2535,2,12402
1348,2,12402
1170,2,12403
2134,2,12403
2379,2,12403
1957,2,12403
1469,2,12403
1170,2,12404
2134,2,12404
2379,2,12404
2204,2,12404
353,2,12404
1354,2,12412
2097,2,12412
1861,2,12412
2663,2,12412
2008,2,12412
1355,2,12412
2425,2,12420
2190,2,12420
243,2,12420
2758,2,12420
2634,2,12420
2026,2,12425
1960,2,12425
2297,2,12425
244,2,12425
1429,2,12425
1292,2,12435
1384,2,12435
1163,2,12435
2016,2,12435
1312,2,12435
1997,2,12438
217,2,12438
2221,2,12438
2514,2,12438
1191,2,12438
1521,2,12438
1995,2,12438
1417,2,12438
2209,2,12438
1325,2,12438
259,2,12438
1494,2,12438
1292,2,12441
2348,2,12441
2005,2,12441
1187,2,12441
2364,2,12441
1195,2,12441
1312,2,12441
2182,2,12441
258,2,12441
239,2,12441
1165,2,12441
2038,2,12441
2532,2,12444
2492,2,12444
2351,2,12444
1892,2,12444
1470,2,12444
2246,2,12456
2238,2,12456
1390,2,12456
2252,2,12456
2180,2,12456
1641,2,12460
2400,2,12460
2089,2,12460
1889,2,12460
1464,2,12460
2743,2,12460
1795,2,12469
2337,2,12469
2213,2,12469
1171,2,12469
2339,2,12469
2119,2,12469
2712,2,12469
2535,2,12469
291,2,12469
2319,2,12469
2743,2,12469
1348,2,12469
2378,2,12469
1433,2,12469
1894,2,12469
2362,2,12471
1889,2,12471
2743,2,12471
1805,2,12471
1415,2,12471
2746,2,12471
2745,2,12471
2362,2,12473
2554,2,12473
1641,2,12473
1323,2,12473
2535,2,12473
1422,2,12473
2743,2,12473
1415,2,12473
2746,2,12473
1641,2,12475
2089,2,12475
1889,2,12475
1988,2,12475
2743,2,12475
199,2,12479
2292,2,12479
2295,2,12479
200,2,12479
2149,2,12479
2362,2,12480
1795,2,12480
1641,2,12480
2341,2,12480
1646,2,12480
21,2,12480
2452,2,12480
2330,2,12480
2392,2,12482
2089,2,12482
1646,2,12482
1988,2,12482
1422,2,12482
2743,2,12482
1932,2,12482
1894,2,12482
1641,2,12484
150,2,12484
426,2,12484
2023,2,12484
2743,2,12484
1241,2,12484
440,2,12484
1795,2,12499
1246,2,12499
2396,2,12499
2337,2,12499
1805,2,12499
2362,2,12501
1641,2,12501
1349,2,12501
1561,2,12501
2617,2,12501
2535,2,12501
1422,2,12501
2743,2,12501
2330,2,12501
2362,2,12507
1246,2,12507
1641,2,12507
2341,2,12507
1889,2,12507
1988,2,12507
21,2,12507
1805,2,12507
1415,2,12507
2746,2,12507
2330,2,12507
2362,2,12508
1641,2,12508
2341,2,12508
2089,2,12508
1889,2,12508
1561,2,12508
150,2,12508
426,2,12508
2338,2,12508
2535,2,12508
21,2,12508
1558,2,12508
357,2,12508
1422,2,12508
2743,2,12508
1805,2,12508
1415,2,12508
2746,2,12508
2745,2,12508
1679,2,12508
2452,2,12508
219,2,12511
2324,2,12511
1499,2,12511
269,2,12511
2530,2,12511
150,2,12515
426,2,12515
1241,2,12515
440,2,12515
2745,2,12515
2396,2,12528
1700,2,12528
2059,2,12528
1422,2,12528
1305,2,12528
1932,2,12528
150,2,12534
426,2,12534
2338,2,12534
2119,2,12534
2712,2,12534
1795,2,12535
2614,2,12535
2807,2,12535
2616,2,12535
213,2,12535
2639,2,12535
1646,2,12535
150,2,12535
426,2,12535
2338,2,12535
2362,2,12542
1789,2,12542
1323,2,12542
2396,2,12542
2119,2,12542
2712,2,12542
1558,2,12542
357,2,12542
2743,2,12542
2362,2,12547
1795,2,12547
1246,2,12547
2614,2,12547
2807,2,12547
2616,2,12547
213,2,12547
2554,2,12547
1641,2,12547
2639,2,12547
2343,2,12547
1703,2,12547
212,2,12547
256,2,12547
2179,2,12547
1349,2,12547
1789,2,12547
1323,2,12547
2392,2,12547
2341,2,12547
2462,2,12547
2089,2,12547
2337,2,12547
1561,2,12547
2213,2,12547
1758,2,12547
1646,2,12547
150,2,12547
426,2,12547
2338,2,12547
1171,2,12547
2339,2,12547
1988,2,12547
2119,2,12547
2712,2,12547
2023,2,12547
2535,2,12547
1357,2,12547
2709,2,12547
1700,2,12547
2059,2,12547
21,2,12547
1558,2,12547
357,2,12547
1422,2,12547
277,2,12547
2743,2,12547
1259,2,12547
1896,2,12547
2198,2,12547
1305,2,12547
1415,2,12547
2746,2,12547
1348,2,12547
2745,2,12547
1943,2,12547
1670,2,12547
1433,2,12547
2387,2,12547
2547,2,12547
1894,2,12547
2452,2,12547
2362,2,12562
1795,2,12562
1246,2,12562
2614,2,12562
2807,2,12562
2616,2,12562
213,2,12562
2554,2,12562
1641,2,12562
2639,2,12562
2343,2,12562
1703,2,12562
212,2,12562
256,2,12562
2179,2,12562
1789,2,12562
1323,2,12562
2392,2,12562
2341,2,12562
2089,2,12562
1889,2,12562
1858,2,12562
2396,2,12562
2337,2,12562
1561,2,12562
1646,2,12562
150,2,12562
426,2,12562
2338,2,12562
1171,2,12562
2339,2,12562
1988,2,12562
2535,2,12562
1357,2,12562
2709,2,12562
2059,2,12562
21,2,12562
2743,2,12562
1259,2,12562
1805,2,12562
1896,2,12562
2198,2,12562
1305,2,12562
1241,2,12562
440,2,12562
1846,2,12562
1670,2,12562
1433,2,12562
1679,2,12562
1894,2,12562
2130,2,12562
2104,2,12563
2289,2,12563
276,2,12563
1285,2,12563
2499,2,12563
220,2,12567
2208,2,12567
1158,2,12567
2633,2,12567
2196,2,12567
2208,2,12570
1158,2,12570
2633,2,12570
2246,2,12570
2196,2,12570
1883,2,12572
1759,2,12572
2552,2,12572
2635,2,12572
2114,2,12572
2362,2,12574
1795,2,12574
1246,2,12574
2554,2,12574
256,2,12574
2179,2,12574
2341,2,12574
2089,2,12574
2396,2,12574
150,2,12574
426,2,12574
2338,2,12574
291,2,12574
2319,2,12574
21,2,12574
1422,2,12574
1259,2,12574
1846,2,12574
2330,2,12574
2130,2,12574
2614,2,12579
2807,2,12579
2616,2,12579
1703,2,12579
212,2,12579
1889,2,12579
150,2,12579
426,2,12579
1241,2,12579
440,2,12579
1292,2,12585
1765,2,12585
1777,2,12585
1384,2,12585
2348,2,12585
2005,2,12585
1186,2,12585
1187,2,12585
2364,2,12585
1195,2,12585
2015,2,12585
1312,2,12585
2554,2,12589
1630,2,12589
1886,2,12589
234,2,12589
2239,2,12589
2026,2,12591
1960,2,12591
1728,2,12591
2234,2,12591
2274,2,12591
2047,2,12592
1986,2,12592
2246,2,12592
2238,2,12592
1390,2,12592
2252,2,12592
2180,2,12592
2212,2,12592
1871,2,12592
2196,2,12592
2614,2,12596
2807,2,12596
2616,2,12596
213,2,12596
291,2,12596
2319,2,12596
2047,2,12599
220,2,12599
2238,2,12599
2212,2,12599
1753,2,12599
220,2,12600
2633,2,12600
2238,2,12600
1390,2,12600
2212,2,12600
2196,2,12600
2614,2,12601
2807,2,12601
2616,2,12601
213,2,12601
212,2,12601
220,2,12604
2246,2,12604
2238,2,12604
2252,2,12604
2180,2,12604
2212,2,12604
2246,2,12606
2238,2,12606
1390,2,12606
2252,2,12606
2180,2,12606
2212,2,12606
2196,2,12606
207,2,12613
2024,2,12613
2117,2,12613
2048,2,12613
2769,2,12613
2014,2,12613
2246,2,12617
1390,2,12617
2180,2,12617
2212,2,12617
1753,2,12617
2196,2,12617
2341,2,12620
150,2,12620
426,2,12620
2059,2,12620
1259,2,12620
1241,2,12620
440,2,12620
2362,2,12634
2343,2,12634
2213,2,12634
2023,2,12634
1422,2,12634
1433,2,12634
207,2,12637
2024,2,12637
2117,2,12637
2048,2,12637
2308,2,12637
2769,2,12637
2014,2,12637
207,2,12638
2024,2,12638
2117,2,12638
2769,2,12638
2014,2,12638
207,2,12640
2024,2,12640
2117,2,12640
2048,2,12640
2769,2,12640
2014,2,12640
1246,2,12645
1641,2,12645
1323,2,12645
2392,2,12645
2341,2,12645
1889,2,12645
1555,2,12645
1988,2,12645
1357,2,12645
2709,2,12645
21,2,12645
2743,2,12645
1259,2,12645
2745,2,12645
1943,2,12645
1846,2,12645
1794,2,12645
2711,2,12645
2330,2,12645
1205,2,12647
335,2,12647
219,2,12647
2324,2,12647
1821,2,12647
1159,2,12650
2255,2,12650
1379,2,12650
170,2,12650
1366,2,12650
2149,2,12654
1968,2,12654
1704,2,12654
1570,2,12654
2399,2,12654
2817,2,12654
2141,2,12654
352,2,12654
1218,2,12654
2068,2,12654
1396,2,12654
2036,2,12654
2279,2,12654
1536,2,12654
1731,2,12654
1282,2,12654
1162,2,12654
2340,2,12654
2224,2,12654
2137,2,12654
150,2,12658
426,2,12658
2338,2,12658
1241,2,12658
440,2,12658
2208,2,12660
1158,2,12660
2246,2,12660
2238,2,12660
1390,2,12660
2252,2,12660
2212,2,12660
2808,2,12660
214,2,12660
2554,2,12661
2171,2,12661
1630,2,12661
1759,2,12661
1886,2,12661
234,2,12661
2554,2,12663
2171,2,12663
1630,2,12663
1759,2,12663
1886,2,12663
234,2,12663
2614,2,12670
2807,2,12670
2616,2,12670
2343,2,12670
212,2,12670
1889,2,12670
1858,2,12670
1433,2,12670
1794,2,12670
2711,2,12670
1968,2,12678
1704,2,12678
1396,2,12678
2036,2,12678
2279,2,12678
1889,2,12683
1988,2,12683
2119,2,12683
2712,2,12683
2535,2,12683
1700,2,12683
1855,2,12685
1343,2,12685
168,2,12685
2250,2,12685
251,2,12685
1821,2,12685
1205,2,12689
335,2,12689
1343,2,12689
168,2,12689
1821,2,12689
1407,2,12693
2250,2,12693
251,2,12693
1821,2,12693
1499,2,12693
269,2,12693
2530,2,12693
272,2,12693
1500,2,12693
2250,2,12697
251,2,12697
1821,2,12697
269,2,12697
2530,2,12697
1855,2,12698
1343,2,12698
168,2,12698
2029,2,12698
1821,2,12698
2029,2,12700
2250,2,12700
251,2,12700
1821,2,12700
270,2,12700
2029,2,12701
2250,2,12701
251,2,12701
269,2,12701
2530,2,12701
270,2,12701
2250,2,12703
251,2,12703
1821,2,12703
269,2,12703
2530,2,12703
272,2,12703
1500,2,12703
1852,2,12706
767,2,12706
2026,2,12706
1960,2,12706
2578,2,12706
2029,2,12710
2250,2,12710
251,2,12710
1821,2,12710
2540,2,12710
1499,2,12710
1205,2,12713
335,2,12713
1343,2,12713
168,2,12713
2029,2,12713
1821,2,12713
2029,2,12714
1821,2,12714
1499,2,12714
272,2,12714
1500,2,12714
2555,2,12716
250,2,12716
264,2,12716
1495,2,12716
1633,2,12716
1407,2,12718
2250,2,12718
251,2,12718
1821,2,12718
269,2,12718
2530,2,12718
272,2,12718
1500,2,12718
2026,2,12719
1960,2,12719
2578,2,12719
2297,2,12719
244,2,12719
1407,2,12721
1205,2,12721
335,2,12721
1343,2,12721
168,2,12721
2029,2,12721
1407,2,12723
2029,2,12723
2250,2,12723
251,2,12723
1821,2,12723
272,2,12723
1500,2,12723
1205,2,12724
335,2,12724
1343,2,12724
168,2,12724
272,2,12724
1500,2,12724
2026,2,12725
1960,2,12725
2578,2,12725
2579,2,12725
2297,2,12725
244,2,12725
1852,2,12730
767,2,12730
1878,2,12730
264,2,12730
1495,2,12730
1743,2,12735
1855,2,12735
1343,2,12735
168,2,12735
2029,2,12735
2250,2,12735
251,2,12735
1821,2,12735
2540,2,12735
269,2,12735
2530,2,12735
272,2,12735
1500,2,12735
1163,2,12743
2016,2,12743
1186,2,12743
1522,2,12743
239,2,12743
1165,2,12743
2038,2,12743
2362,2,12748
2089,2,12748
1561,2,12748
1758,2,12748
2617,2,12748
2535,2,12748
1357,2,12748
2709,2,12748
1422,2,12748
2743,2,12748
150,2,12749
426,2,12749
2338,2,12749
2119,2,12749
2712,2,12749
2400,2,12750
1558,2,12750
357,2,12750
1670,2,12750
1894,2,12750
1354,2,12754
1908,2,12754
2663,2,12754
2008,2,12754
1903,2,12754
1777,2,12759
1163,2,12759
2016,2,12759
2348,2,12759
1436,2,12759
2005,2,12759
1339,2,12759
1187,2,12759
2364,2,12759
1195,2,12759
1277,2,12759
1312,2,12759
2182,2,12759
258,2,12759
1522,2,12759
2113,2,12759
239,2,12759
1165,2,12759
2038,2,12759
2613,2,12760
1280,2,12760
2669,2,12760
1221,2,12760
2360,2,12760
2149,2,12763
2494,2,12763
2817,2,12763
2141,2,12763
352,2,12763
2497,2,12763
2036,2,12763
1536,2,12763
1863,2,12764
390,2,12764
2243,2,12764
1480,2,12764
1934,2,12764
2149,2,12766
2399,2,12766
2817,2,12766
2141,2,12766
352,2,12766
2497,2,12766
1218,2,12766
1396,2,12766
2036,2,12766
1625,2,12766
1162,2,12766
2340,2,12766
1924,2,12771
1177,2,12771
1408,2,12771
2491,2,12771
2226,2,12771
240,2,12771
1768,2,12771
1925,2,12771
1201,2,12771
1419,2,12771
1287,2,12771
2639,2,12778
1858,2,12778
150,2,12778
426,2,12778
2338,2,12778
1171,2,12778
2339,2,12778
1241,2,12778
440,2,12778
1348,2,12778
1889,2,12781
150,2,12781
426,2,12781
2338,2,12781
1241,2,12781
440,2,12781
1930,2,12787
2532,2,12787
2492,2,12787
2351,2,12787
1892,2,12787
1811,2,12787
1470,2,12787
1246,2,12793
1703,2,12793
1858,2,12793
1415,2,12793
2746,2,12793
2026,2,12800
1960,2,12800
1498,2,12800
261,2,12800
1949,2,12800
2026,2,12802
1960,2,12802
1498,2,12802
261,2,12802
1633,2,12802
1949,2,12802
1586,2,12802
2579,2,12802
2365,2,12802
2026,2,12805
1960,2,12805
1498,2,12805
261,2,12805
1586,2,12805
2365,2,12805
2362,2,12813
1795,2,12813
2614,2,12813
2807,2,12813
2616,2,12813
213,2,12813
212,2,12813
256,2,12813
2179,2,12813
2089,2,12813
1889,2,12813
2337,2,12813
2213,2,12813
1171,2,12813
2339,2,12813
2119,2,12813
2712,2,12813
2023,2,12813
1464,2,12813
2535,2,12813
1357,2,12813
2709,2,12813
1558,2,12813
357,2,12813
1422,2,12813
277,2,12813
2743,2,12813
1449,2,12813
1259,2,12813
1932,2,12813
1415,2,12813
2746,2,12813
2745,2,12813
1846,2,12813
2387,2,12813
1894,2,12813
2452,2,12813
2343,2,12815
1703,2,12815
1889,2,12815
1858,2,12815
150,2,12815
426,2,12815
2338,2,12815
2743,2,12815
1910,2,12815
2553,2,12818
241,2,12818
1289,2,12818
1849,2,12818
2740,2,12818
2362,2,12831
1349,2,12831
1889,2,12831
1171,2,12831
2339,2,12831
1348,2,12831
1894,2,12831
1263,2,12833
1571,2,12833
1959,2,12833
2383,2,12833
1506,2,12833
2346,2,12833
1266,2,12833
1424,2,12833
2290,2,12833
211,2,12833
1403,2,12833
1741,2,12833
2316,2,12833
1420,2,12833
1812,2,12833
1274,2,12833
1933,2,12833
2203,2,12833
239,2,12833
1165,2,12833
2038,2,12833
2373,2,12833
223,2,12833
2296,2,12833
1505,2,12833
2396,2,12846
2213,2,12846
2119,2,12846
2712,2,12846
1433,2,12846
2664,2,12847
2663,2,12847
2008,2,12847
1903,2,12847
1355,2,12847
2525,2,12847
1273,2,12856
2149,2,12856
1968,2,12856
1704,2,12856
1396,2,12856
2036,2,12856
2613,2,12857
2177,2,12857
1274,2,12857
1481,2,12857
2225,2,12857
1200,2,12857
1641,2,12858
1858,2,12858
150,2,12858
426,2,12858
2338,2,12858
2743,2,12858
2362,2,12859
2614,2,12859
2807,2,12859
2616,2,12859
213,2,12859
2396,2,12859
1464,2,12859
2059,2,12859
1889,2,12870
1561,2,12870
291,2,12870
2319,2,12870
2743,2,12870
1170,2,12871
2134,2,12871
2379,2,12871
1957,2,12871
1469,2,12871
2362,2,12874
1795,2,12874
1246,2,12874
2614,2,12874
2807,2,12874
2616,2,12874
213,2,12874
2554,2,12874
1641,2,12874
2639,2,12874
2343,2,12874
212,2,12874
256,2,12874
2179,2,12874
1349,2,12874
1789,2,12874
1323,2,12874
2392,2,12874
2400,2,12874
2341,2,12874
2462,2,12874
2089,2,12874
1889,2,12874
2396,2,12874
2337,2,12874
1561,2,12874
2213,2,12874
1758,2,12874
1646,2,12874
150,2,12874
426,2,12874
2338,2,12874
1171,2,12874
2339,2,12874
1988,2,12874
2119,2,12874
2712,2,12874
2023,2,12874
1464,2,12874
2535,2,12874
1357,2,12874
2709,2,12874
291,2,12874
2319,2,12874
2059,2,12874
21,2,12874
1558,2,12874
357,2,12874
2743,2,12874
1449,2,12874
1259,2,12874
1805,2,12874
1896,2,12874
2198,2,12874
1305,2,12874
1241,2,12874
440,2,12874
1415,2,12874
2746,2,12874
2378,2,12874
2745,2,12874
1846,2,12874
1670,2,12874
1679,2,12874
2387,2,12874
1894,2,12874
2452,2,12874
2330,2,12874
1910,2,12874
1571,2,12879
2383,2,12879
1506,2,12879
2316,2,12879
1420,2,12879
1812,2,12879
1274,2,12879
2203,2,12879
1505,2,12879
1795,2,12880
1246,2,12880
2614,2,12880
2807,2,12880
2616,2,12880
213,2,12880
2554,2,12880
1641,2,12880
2343,2,12880
212,2,12880
256,2,12880
2179,2,12880
1789,2,12880
1323,2,12880
2392,2,12880
2341,2,12880
2462,2,12880
2089,2,12880
150,2,12880
426,2,12880
2338,2,12880
1988,2,12880
1700,2,12880
21,2,12880
1422,2,12880
2743,2,12880
1932,2,12880
1794,2,12880
2711,2,12880
1789,2,12882
2341,2,12882
1555,2,12882
21,2,12882
277,2,12882
1932,2,12882
1273,2,12886
1968,2,12886
2494,2,12886
1704,2,12886
1368,2,12886
1570,2,12886
2817,2,12886
2141,2,12886
352,2,12886
2497,2,12886
1396,2,12886
2036,2,12886
1536,2,12886
1428,2,12886
1202,2,12886
1795,2,12887
1246,2,12887
1641,2,12887
1789,2,12887
2341,2,12887
2337,2,12887
1561,2,12887
1646,2,12887
1988,2,12887
21,2,12887
2362,2,12888
1246,2,12888
2343,2,12888
2089,2,12888
2213,2,12888
2023,2,12888
1357,2,12888
2709,2,12888
2362,2,12891
2554,2,12891
1789,2,12891
1846,2,12891
2387,2,12891
150,2,12893
426,2,12893
2338,2,12893
2535,2,12893
2547,2,12893
2554,2,12894
2089,2,12894
2396,2,12894
2119,2,12894
2712,2,12894
2547,2,12894
1795,2,12896
1889,2,12896
1858,2,12896
2337,2,12896
2023,2,12896
2743,2,12896
1259,2,12896
1415,2,12896
2746,2,12896
1846,2,12896
1795,2,12898
1641,2,12898
1703,2,12898
1789,2,12898
2392,2,12898
2337,2,12898
2535,2,12898
1422,2,12898
2743,2,12898
1794,2,12898
2711,2,12898
2614,2,12900
2807,2,12900
2616,2,12900
213,2,12900
256,2,12900
2179,2,12900
150,2,12900
426,2,12900
2338,2,12900
2535,2,12904
291,2,12904
2319,2,12904
277,2,12904
2743,2,12904
2614,2,12909
2807,2,12909
2616,2,12909
212,2,12909
1858,2,12909
2337,2,12909
150,2,12909
426,2,12909
2338,2,12909
1988,2,12909
2743,2,12909
1794,2,12909
2711,2,12909
2362,2,12910
1246,2,12910
2614,2,12910
2807,2,12910
2616,2,12910
213,2,12910
2343,2,12910
256,2,12910
2179,2,12910
2392,2,12910
2400,2,12910
2341,2,12910
1889,2,12910
1858,2,12910
2337,2,12910
1561,2,12910
2213,2,12910
1646,2,12910
150,2,12910
426,2,12910
2338,2,12910
1171,2,12910
2339,2,12910
1988,2,12910
2023,2,12910
2535,2,12910
1700,2,12910
291,2,12910
2319,2,12910
21,2,12910
1422,2,12910
277,2,12910
2743,2,12910
1305,2,12910
1348,2,12910
1943,2,12910
1433,2,12910
2387,2,12910
1794,2,12910
2711,2,12910
2392,2,12916
1889,2,12916
150,2,12916
426,2,12916
2338,2,12916
1259,2,12916
1241,2,12916
440,2,12916
2745,2,12916
2362,2,12918
1795,2,12918
1641,2,12918
1703,2,12918
256,2,12918
2179,2,12918
2341,2,12918
1646,2,12918
150,2,12918
426,2,12918
2338,2,12918
21,2,12918
1422,2,12918
1805,2,12918
2745,2,12918
1846,2,12918
